,location,total_sqft,bath,balcony,price,bhk
4280,Kanakpura Road,1120.0,2.0,1.0,51.0,2
4281,Kanakpura Road,1430.0,2.0,2.0,78.0,2
4282,Kanakpura Road,700.0,2.0,1.0,36.0,2
4283,Kanakpura Road,1401.0,3.0,2.0,69.0,3
4284,Kanakpura Road,1220.0,2.0,2.0,60.0,2
4285,Kanakpura Road,525.0,2.0,2.0,27.0,1
4286,Kanakpura Road,1100.0,3.0,2.0,53.0,3
4287,Kanakpura Road,1100.0,3.0,2.0,58.0,3
4288,Kanakpura Road,1452.0,3.0,3.0,60.98,3
4289,Kanakpura Road,1700.0,3.0,2.0,75.0,3
4290,Kanakpura Road,900.0,2.0,1.0,41.0,2
4291,Kanakpura Road,1100.0,3.0,2.0,53.0,3
4292,Kanakpura Road,1300.0,2.0,3.0,69.0,3
4293,Kanakpura Road,2000.0,3.0,3.0,105.0,3
4294,Kanakpura Road,1200.0,2.0,0.0,62.0,2
4295,Kanakpura Road,900.0,2.0,1.0,41.0,2
4296,Kanakpura Road,1843.0,3.0,2.0,95.0,3
4297,Kanakpura Road,1100.0,2.0,1.0,53.0,3
4298,Kanakpura Road,1843.0,3.0,2.0,90.0,3
4299,Kanakpura Road,900.0,2.0,1.0,46.29,2
4300,Kanakpura Road,850.0,1.0,1.0,37.32,1
4301,Kanakpura Road,1570.0,3.0,2.0,68.0,3
4302,Kanakpura Road,525.0,1.0,1.0,30.0,1
4303,Kanakpura Road,1938.0,3.0,3.0,105.0,3
4304,Kanakpura Road,1843.0,3.0,2.0,96.2,3
4305,Kanakpura Road,525.0,1.0,1.0,26.0,1
4306,Kanakpura Road,1610.0,3.0,3.0,78.5,3
4307,Kanakpura Road,1250.0,3.0,3.0,62.6,3
4308,Kanakpura Road,1450.0,3.0,3.0,60.91,3
4309,Kanakpura Road,700.0,2.0,2.0,36.0,2
4310,Kanakpura Road,1622.0,3.0,2.0,95.0,3
4311,Kanakpura Road,900.0,2.0,1.0,42.0,2
4312,Kanakpura Road,1665.0,3.0,2.0,74.9,3
4313,Kanakpura Road,1450.0,3.0,3.0,60.9,3
4314,Kanakpura Road,1339.0,2.0,2.0,67.0,2
4315,Kannamangala,957.0,2.0,1.0,58.0,2
4316,Kannamangala,957.0,2.0,1.0,56.0,2
4317,Kannamangala,3000.0,4.0,0.0,200.0,4
4318,Kannamangala,1536.0,3.0,1.0,89.0,3
4319,Kannamangala,2400.0,4.0,1.0,130.0,4
4320,Kannamangala,1574.0,3.0,1.0,93.34,3
4321,Kannamangala,957.0,2.0,0.0,52.5,2
4322,Kannamangala,1536.0,3.0,1.0,104.0,3
4323,Kannamangala,957.0,2.0,2.0,54.5,2
4324,Kannamangala,2422.0,4.0,3.0,135.0,4
4325,Kannamangala,957.0,2.0,1.0,55.0,2
4326,Kannamangala,957.0,2.0,2.0,56.0,2
4327,Karuna Nagar,2500.0,3.0,2.0,180.0,3
4328,Karuna Nagar,2500.0,3.0,2.0,190.0,3
4329,Karuna Nagar,1962.0,3.0,2.0,175.0,3
4330,Karuna Nagar,1057.0,2.0,1.0,65.0,2
4331,Karuna Nagar,1354.0,2.0,1.0,98.0,3
4332,Karuna Nagar,1945.0,3.0,3.0,115.0,3
4333,Karuna Nagar,1960.0,3.0,2.0,165.0,3
4334,Kasavanhalli,1060.0,2.0,2.0,58.06,2
4335,Kasavanhalli,1563.05,3.0,1.0,105.0,3
4336,Kasavanhalli,1717.0,3.0,3.0,99.0,3
4337,Kasavanhalli,1799.0,3.0,3.0,90.0,3
4338,Kasavanhalli,3260.0,4.0,1.0,240.0,4
4339,Kasavanhalli,1349.0,2.0,2.0,78.0,2
4340,Kasavanhalli,1121.0,2.0,2.0,78.0,2
4341,Kasavanhalli,1100.0,2.0,1.0,50.0,2
4342,Kasavanhalli,1980.0,3.0,2.0,88.0,3
4343,Kasavanhalli,1200.0,2.0,1.0,78.0,2
4344,Kasavanhalli,1646.0,3.0,2.0,79.5,3
4345,Kasavanhalli,1555.0,3.0,2.0,82.5,3
4346,Kasavanhalli,1476.0,3.0,0.0,89.0,3
4347,Kasavanhalli,1493.0,3.0,2.0,82.0,3
4348,Kasavanhalli,1200.0,2.0,2.0,50.0,2
4349,Kasavanhalli,1719.0,3.0,2.0,116.0,3
4350,Kasavanhalli,1115.0,2.0,2.0,50.0,2
4351,Kasavanhalli,1125.0,2.0,1.0,61.2,2
4352,Kasavanhalli,2170.0,3.0,2.0,151.0,3
4353,Kasavanhalli,1915.0,3.0,3.0,80.0,3
4354,Kasavanhalli,1450.0,3.0,2.0,77.41,3
4355,Kasavanhalli,1476.0,3.0,1.0,95.0,3
4356,Kasavanhalli,1200.0,2.0,1.0,50.3,2
4357,Kasavanhalli,2100.0,3.0,3.0,110.0,3
4358,Kasavanhalli,1787.0,3.0,2.0,123.0,3
4359,Kasavanhalli,1090.0,2.0,2.0,59.8,2
4360,Kasavanhalli,1691.0,3.0,2.0,104.0,3
4361,Kasavanhalli,4260.0,4.0,3.0,272.0,4
4362,Kasavanhalli,2111.0,4.0,3.0,120.0,3
4363,Kasavanhalli,1545.0,3.0,1.0,69.0,3
4364,Kasavanhalli,950.0,2.0,1.0,39.0,2
4365,Kasavanhalli,1863.0,3.0,2.0,105.0,4
4366,Kasavanhalli,1667.0,3.0,2.0,92.0,3
4367,Kasavanhalli,1494.0,3.0,2.0,82.0,3
4368,Kasavanhalli,1555.0,3.0,3.0,82.0,3
4369,Kasavanhalli,770.0,1.0,1.0,43.82,1
4370,Kasavanhalli,1147.0,2.0,1.0,60.0,2
4371,Kasavanhalli,1375.0,2.0,2.0,72.0,2
4372,Kasavanhalli,1380.0,2.0,2.0,55.0,3
4373,Kasavanhalli,1200.0,2.0,2.0,60.0,2
4374,Kasavanhalli,4260.0,4.0,2.0,333.0,4
4375,Kasavanhalli,1495.0,2.0,2.0,83.0,2
4376,Kasavanhalli,5000.0,2.0,2.0,400.0,2
4377,Kasavanhalli,4000.0,4.0,2.0,325.0,4
4378,Kasavanhalli,1225.0,2.0,1.0,69.0,3
4379,Kasavanhalli,1917.0,3.0,2.0,132.0,3
4380,Kasavanhalli,1375.0,2.0,1.0,78.0,2
4381,Kasavanhalli,4408.0,4.0,2.0,344.0,4
4382,Kasavanhalli,1309.0,2.0,2.0,95.0,2
4383,Kasavanhalli,1476.0,3.0,0.0,105.0,3
4384,Kasavanhalli,1158.0,2.0,2.0,67.0,2
4385,Kasavanhalli,1214.0,2.0,3.0,67.0,2
4386,Kasavanhalli,2110.0,4.0,3.0,120.0,3
4387,Kasavanhalli,1495.0,2.0,2.0,110.0,2
4388,Kasavanhalli,1575.0,2.0,3.0,85.0,2
4389,Kasavanhalli,1069.0,2.0,2.0,55.0,2
4390,Kasavanhalli,1100.0,2.0,1.0,68.0,2
4391,Kasavanhalli,1715.0,3.0,3.0,112.0,3
4392,Kasavanhalli,1100.0,2.0,1.0,65.0,2
4393,Kasavanhalli,1230.0,2.0,2.0,66.25,2
4394,Kasavanhalli,1819.0,3.0,1.0,150.0,3
4395,Kasavanhalli,1719.0,3.0,2.0,71.0,3
4396,Kasavanhalli,1600.0,3.0,3.0,79.0,3
4397,Kasavanhalli,1585.0,2.0,2.0,90.0,2
4398,Kasavanhalli,1245.0,2.0,2.0,80.0,2
4399,Kasavanhalli,2035.0,3.0,2.0,142.0,3
4400,Kasavanhalli,1747.0,3.0,1.0,110.0,3
4401,Kasavanhalli,1377.0,2.0,2.0,80.0,2
4402,Kasavanhalli,1181.0,2.0,1.0,61.0,2
4403,Kasavanhalli,1121.0,2.0,2.0,75.0,2
4404,Kasturi Nagar,1925.0,3.0,2.0,125.0,3
4405,Kasturi Nagar,1567.0,2.0,2.0,92.0,2
4406,Kasturi Nagar,1570.0,3.0,3.0,80.0,3
4407,Kasturi Nagar,1565.0,3.0,2.0,88.5,3
4408,Kasturi Nagar,1080.0,2.0,2.0,80.0,2
4409,Kasturi Nagar,1101.0,2.0,2.0,65.0,2
4410,Kasturi Nagar,1500.0,2.0,3.0,80.0,3
4411,Kasturi Nagar,1896.0,3.0,1.0,125.0,4
4412,Kasturi Nagar,1100.0,2.0,2.0,58.0,2
4413,Kasturi Nagar,1570.0,3.0,2.0,110.0,3
4414,Kasturi Nagar,1000.0,2.0,0.0,58.0,2
4415,Kasturi Nagar,1101.0,2.0,2.0,66.0,2
4416,Kasturi Nagar,2507.0,4.0,2.0,155.0,4
4417,Kathriguppe,1400.0,2.0,2.0,77.0,3
4418,Kathriguppe,1250.0,2.0,1.0,68.75,3
4419,Kathriguppe,1245.0,2.0,2.0,68.48,3
4420,Kathriguppe,1350.0,2.0,1.0,87.01,3
4421,Kathriguppe,1350.0,2.0,2.0,80.99,3
4422,Kathriguppe,1365.0,2.0,2.0,75.08,3
4423,Kathriguppe,1300.0,3.0,2.0,77.99,3
4424,Kathriguppe,1350.0,2.0,1.0,80.99,3
4425,Kathriguppe,1390.0,2.0,2.0,76.45,3
4426,Kathriguppe,1350.0,3.0,3.0,78.3,3
4427,Kathriguppe,1250.0,2.0,2.0,68.75,3
4428,Kathriguppe,1300.0,3.0,2.0,77.99,3
4429,Kathriguppe,1335.0,2.0,3.0,73.43,3
4430,Kathriguppe,1300.0,3.0,2.0,77.99,3
4431,Kathriguppe,1300.0,3.0,3.0,77.99,3
4432,Kathriguppe,1335.0,2.0,2.0,73.43,3
4433,Kathriguppe,1350.0,3.0,2.0,80.99,3
4434,Kathriguppe,1250.0,2.0,1.0,68.75,2
4435,Kathriguppe,1350.0,3.0,2.0,80.99,3
4436,Kaval Byrasandra,1200.0,2.0,2.0,52.0,2
4437,Kaval Byrasandra,1020.0,2.0,1.0,52.0,2
4438,Kaval Byrasandra,1200.0,2.0,1.0,49.5,2
4439,Kaval Byrasandra,945.0,2.0,2.0,50.0,2
4440,Kaval Byrasandra,1060.0,2.0,2.0,45.0,2
4441,Kaval Byrasandra,1100.0,2.0,1.0,46.0,2
4442,Kaval Byrasandra,1185.0,2.0,1.0,49.0,2
4443,Kaval Byrasandra,997.0,2.0,3.0,53.0,2
4444,Kaval Byrasandra,1060.0,2.0,2.0,42.0,2
4445,Kaval Byrasandra,480.0,1.0,1.0,25.0,1
4446,Kaval Byrasandra,1125.0,2.0,1.0,41.5,2
4447,Kaval Byrasandra,1180.0,2.0,2.0,60.0,2
4448,Kaval Byrasandra,1450.0,3.0,2.0,75.0,3
4449,Kaval Byrasandra,1066.0,2.0,3.0,55.0,2
4450,Kaval Byrasandra,1025.0,2.0,1.0,60.0,2
4451,Kaval Byrasandra,1400.0,3.0,2.0,75.0,3
4452,Kenchenahalli,1015.0,2.0,2.0,58.0,2
4453,Kenchenahalli,715.0,1.0,1.0,45.0,1
4454,Kenchenahalli,1150.0,2.0,2.0,58.0,2
4455,Kenchenahalli,1280.0,2.0,2.0,69.0,3
4456,Kenchenahalli,1410.0,2.0,2.0,73.0,3
4457,Kenchenahalli,870.0,1.0,1.0,45.0,2
4458,Kenchenahalli,1150.0,2.0,2.0,60.0,2
4459,Kenchenahalli,700.0,1.0,1.0,35.0,1
4460,Kenchenahalli,1060.0,2.0,2.0,52.0,2
4461,Kenchenahalli,1150.0,2.0,2.0,57.0,2
4462,Kenchenahalli,1720.0,3.0,2.0,100.0,3
4463,Kenchenahalli,1015.0,2.0,2.0,60.0,2
4464,Kengeri,1540.0,2.0,3.0,64.0,3
4465,Kengeri,750.0,2.0,1.0,38.0,2
4466,Kengeri,1160.0,2.0,2.0,40.61,2
4467,Kengeri,1197.0,2.0,2.0,50.0,2
4468,Kengeri,1200.0,2.0,0.0,58.0,2
4469,Kengeri,1188.0,2.0,2.0,38.0,3
4470,Kengeri,726.0,2.0,1.0,31.0,2
4471,Kengeri,1250.0,3.0,3.0,48.0,3
4472,Kengeri,1025.0,2.0,2.0,57.0,2
4473,Kengeri,1160.0,2.0,2.0,40.6,3
4474,Kengeri,1082.0,2.0,1.0,49.0,3
4475,Kengeri,1155.0,2.0,2.0,40.6,2
4476,Kengeri,1255.0,2.0,2.0,50.0,2
4477,Kengeri,750.0,2.0,1.0,36.0,2
4478,Kengeri,963.0,2.0,2.0,40.0,2
4479,Kengeri,927.0,2.0,2.0,37.0,2
4480,Kengeri,726.0,2.0,1.0,35.0,2
4481,Kengeri,918.0,2.0,1.0,27.54,2
4482,Kengeri,416.0,1.0,1.0,19.5,1
4483,Kengeri,900.0,2.0,2.0,45.0,2
4484,Kengeri,900.0,2.0,0.0,30.0,2
4485,Kengeri,787.0,2.0,1.0,31.0,2
4486,Kengeri,502.0,1.0,1.0,25.0,1
4487,Kengeri,1470.0,3.0,3.0,50.0,3
4488,Kengeri,1200.0,3.0,1.0,67.0,3
4489,Kengeri,725.0,2.0,1.0,30.0,2
4490,Kengeri,500.0,1.0,1.0,17.0,1
4491,Kengeri,540.0,1.0,1.0,22.5,1
4492,Kengeri,750.0,2.0,1.0,35.5,2
4493,Kengeri,1741.0,3.0,2.0,80.0,3
4494,Kengeri,1436.0,2.0,2.0,55.0,3
4495,Kengeri,1200.0,2.0,0.0,58.0,2
4496,Kengeri,1230.0,2.0,2.0,45.0,2
4497,Kengeri,1230.0,2.0,2.0,52.0,3
4498,Kengeri,750.0,2.0,1.0,36.5,2
4499,Kengeri,1000.0,2.0,2.0,34.0,2
4500,Kengeri,416.0,1.0,1.0,18.0,1
4501,Kengeri,1245.0,2.0,2.0,43.57,3
4502,Kengeri,883.0,2.0,0.0,49.0,2
4503,Kengeri,1052.0,2.0,2.0,51.0,2
4504,Kengeri,1009.0,2.0,1.0,30.27,2
4505,Kengeri,1220.0,2.0,2.0,63.0,2
4506,Kengeri,1150.0,1.0,0.0,52.0,1
4507,Kengeri,1192.0,2.0,2.0,53.5,2
4508,Kengeri,1200.0,2.0,3.0,42.0,2
4509,Kengeri,750.0,2.0,1.0,40.0,2
4510,Kengeri,600.0,1.0,1.0,35.0,1
4511,Kengeri,1035.0,2.0,1.0,51.5,2
4512,Kengeri,3000.0,5.0,2.0,130.0,8
4513,Kengeri,410.0,1.0,1.0,15.0,1
4514,Kengeri,416.0,1.0,1.0,17.19,1
4515,Kengeri,1320.0,2.0,1.0,50.0,2
4516,Kengeri,1160.0,2.0,2.0,40.6,2
4517,Kengeri,2500.0,4.0,3.0,100.0,5
4518,Kengeri,550.0,1.0,1.0,16.75,1
4519,Kengeri Satellite Town,890.0,2.0,1.0,35.0,2
4520,Kengeri Satellite Town,883.0,2.0,1.0,45.0,2
4521,Kengeri Satellite Town,1415.0,2.0,3.0,66.0,3
4522,Kengeri Satellite Town,930.0,1.0,1.0,30.0,1
4523,Kengeri Satellite Town,1635.0,2.0,2.0,78.0,3
4524,Kengeri Satellite Town,1050.0,2.0,2.0,43.0,2
4525,Kengeri Satellite Town,1007.0,2.0,3.0,42.0,2
4526,Kengeri Satellite Town,635.0,1.0,1.0,22.0,2
4527,Kengeri Satellite Town,818.0,2.0,1.0,26.0,2
4528,Kengeri Satellite Town,1030.0,2.0,2.0,50.0,2
4529,Kengeri Satellite Town,1200.0,2.0,1.0,65.0,2
4530,Kengeri Satellite Town,795.0,2.0,2.0,32.0,2
4531,Kengeri Satellite Town,560.0,2.0,1.0,16.6,2
4532,Kengeri Satellite Town,1302.5,2.0,0.0,44.285,2
4533,Kengeri Satellite Town,800.0,2.0,1.0,40.0,2
4534,Kengeri Satellite Town,654.0,1.0,1.0,22.0,1
4535,Kengeri Satellite Town,1060.0,2.0,3.0,42.0,2
4536,Kengeri Satellite Town,750.0,2.0,1.0,33.0,2
4537,Kengeri Satellite Town,920.0,2.0,3.0,39.0,2
4538,Kengeri Satellite Town,985.0,2.0,2.0,42.0,2
4539,Kengeri Satellite Town,410.0,1.0,1.0,15.0,1
4540,Kengeri Satellite Town,1120.0,2.0,2.0,49.0,2
4541,Kengeri Satellite Town,1450.0,2.0,3.0,50.0,3
4542,Kengeri Satellite Town,1110.0,2.0,1.0,43.0,2
4543,Kengeri Satellite Town,1170.0,2.0,3.0,50.0,2
4544,Kengeri Satellite Town,777.4,2.0,0.0,25.0,2
4545,Kengeri Satellite Town,1025.0,2.0,1.0,28.57,2
4546,Kengeri Satellite Town,1191.0,2.0,2.0,33.34,3
4547,Kengeri Satellite Town,800.0,2.0,1.0,32.0,2
4548,Kereguddadahalli,950.0,2.0,1.0,32.0,2
4549,Kereguddadahalli,1400.0,2.0,2.0,48.0,3
4550,Kereguddadahalli,800.0,2.0,2.0,28.0,2
4551,Kereguddadahalli,904.0,2.0,1.0,30.0,2
4552,Kereguddadahalli,1300.0,2.0,2.0,39.0,3
4553,Kereguddadahalli,1000.0,2.0,2.0,30.0,2
4554,Kereguddadahalli,1240.0,3.0,2.0,41.0,3
4555,Kereguddadahalli,600.0,1.0,1.0,19.5,1
4556,Kereguddadahalli,1080.0,2.0,2.0,32.0,2
4557,Kereguddadahalli,1000.0,2.0,1.0,34.0,2
4558,Kereguddadahalli,1400.0,2.0,2.0,42.0,3
4559,Kereguddadahalli,1280.0,3.0,1.0,42.0,3
4560,Kereguddadahalli,1015.0,2.0,1.0,35.0,2
4561,Kodichikkanahalli,1190.0,2.0,2.0,57.0,3
4562,Kodichikkanahalli,995.0,2.0,1.0,41.0,2
4563,Kodichikkanahalli,650.0,1.0,2.0,38.0,1
4564,Kodichikkanahalli,2700.0,7.0,2.0,125.0,5
4565,Kodichikkanahalli,1495.0,2.0,2.0,75.0,3
4566,Kodichikkanahalli,3250.0,4.0,1.0,180.0,4
4567,Kodichikkanahalli,1125.0,2.0,1.0,52.0,2
4568,Kodichikkanahalli,1150.0,2.0,3.0,48.0,2
4569,Kodichikkanahalli,1070.0,2.0,3.0,43.0,2
4570,Kodichikkanahalli,1620.0,2.0,2.0,85.0,3
4571,Kodichikkanahalli,1560.0,2.0,2.0,65.0,3
4572,Kodichikkanahalli,1025.0,2.0,2.0,66.0,2
4573,Kodichikkanahalli,1026.0,2.0,1.0,45.0,2
4574,Kodichikkanahalli,2500.0,7.0,0.0,125.0,5
4575,Kodichikkanahalli,450.0,1.0,1.0,18.0,1
4576,Kodichikkanahalli,907.0,2.0,2.0,38.5,2
4577,Kodichikkanahalli,1181.0,2.0,2.0,57.0,2
4578,Kodichikkanahalli,900.0,2.0,1.0,42.0,2
4579,Kodichikkanahalli,1310.0,2.0,2.0,53.0,3
4580,Kodichikkanahalli,1680.0,2.0,3.0,59.0,2
4581,Kodichikkanahalli,1400.0,3.0,3.0,66.0,3
4582,Kodichikkanahalli,976.0,2.0,1.0,50.0,2
4583,Kodichikkanahalli,2700.0,4.0,2.0,125.0,5
4584,Kodichikkanahalli,1299.0,2.0,3.0,58.0,2
4585,Kodichikkanahalli,900.0,2.0,1.0,35.0,2
4586,Kodigehaali,1166.0,2.0,2.0,55.0,2
4587,Kodigehaali,1320.0,3.0,0.0,65.0,3
4588,Kodigehaali,1117.0,2.0,2.0,56.0,2
4589,Kodigehaali,1200.0,2.0,1.0,55.0,2
4590,Kodigehaali,1200.0,2.0,2.0,60.0,2
4591,Kodigehaali,2120.0,3.0,2.0,177.0,3
4592,Kodigehaali,1013.0,2.0,1.0,51.0,2
4593,Kodigehaali,1324.0,3.0,2.0,65.0,3
4594,Kodigehaali,965.0,2.0,1.0,38.0,2
4595,Kodigehaali,866.0,2.0,2.0,32.0,2
4596,Kodigehaali,1442.0,3.0,2.0,80.0,3
4597,Kodigehalli,1270.0,2.0,1.0,98.0,2
4598,Kodigehalli,1200.0,2.0,2.0,48.0,2
4599,Kodigehalli,655.0,1.0,1.0,53.0,1
4600,Kodigehalli,1820.0,3.0,2.0,150.0,3
4601,Kodigehalli,500.0,1.0,0.0,55.0,2
4602,Kodigehalli,635.0,1.0,1.0,28.0,2
4603,Kodigehalli,1200.0,4.0,1.0,156.0,3
4604,Kodihalli,3252.0,5.0,3.0,335.0,4
4605,Kodihalli,2700.0,4.0,1.0,270.0,3
4606,Kodihalli,2392.0,4.0,2.0,260.0,3
4607,Kodihalli,2408.0,4.0,2.0,260.0,3
4608,Kodihalli,2500.0,4.0,1.0,260.0,3
4609,Kodihalli,1620.0,3.0,2.0,130.0,3
4610,Kodihalli,3260.0,5.0,3.0,388.0,4
4611,Kodihalli,3197.0,5.0,2.0,335.0,4
4612,Kodihalli,1490.0,2.0,1.0,150.0,2
4613,Kogilu,1909.0,3.0,2.0,88.0,3
4614,Kogilu,1664.0,2.0,3.0,73.95,3
4615,Kogilu,1170.0,2.0,1.0,51.99,2
4616,Kogilu,650.0,2.0,0.0,28.0,2
4617,Kogilu,1140.0,2.0,1.0,50.66,2
4618,Kogilu,1200.0,2.0,1.0,53.33,2
4619,Kogilu,1934.0,3.0,2.0,150.0,3
4620,Kogilu,540.0,1.0,0.0,36.0,1
4621,Kogilu,1559.0,3.0,2.0,127.0,3
4622,Kogilu,1190.0,2.0,2.0,50.66,2
4623,Kogilu,1140.0,2.0,2.0,50.66,2
4624,Kogilu,1559.0,3.0,2.0,120.0,3
4625,Kogilu,700.0,1.0,1.0,30.84,1
4626,Kogilu,1250.0,2.0,1.0,55.55,2
4627,Kogilu,1200.0,2.0,1.0,53.33,2
4628,Kogilu,952.0,2.0,2.0,49.0,2
4629,Kogilu,700.0,1.0,1.0,30.84,1
4630,Kogilu,1250.0,2.0,1.0,55.55,2
4631,Kogilu,2456.0,7.0,2.0,85.0,7
4632,Kogilu,1140.0,2.0,2.0,50.66,2
4633,Kogilu,1140.0,2.0,2.0,50.66,2
4634,Konanakunte,2791.0,3.0,1.0,223.0,3
4635,Konanakunte,884.0,1.0,0.0,58.0,2
4636,Konanakunte,1200.0,4.0,0.0,125.0,4
4637,Konanakunte,1200.0,2.0,1.0,130.0,4
4638,Konanakunte,2400.0,2.0,3.0,180.0,3
4639,Konanakunte,3746.0,6.0,1.0,375.0,4
4640,Konanakunte,1423.0,2.0,2.0,85.0,3
4641,Koramangala,1320.0,2.0,1.0,165.0,2
4642,Koramangala,1253.0,2.0,1.0,102.0,2
4643,Koramangala,1580.0,3.0,2.0,160.0,3
4644,Koramangala,1750.0,3.0,2.0,130.0,3
4645,Koramangala,3500.0,5.0,2.0,425.0,4
4646,Koramangala,1005.0,1.0,1.0,110.0,2
4647,Koramangala,2292.0,4.0,1.0,275.0,3
4648,Koramangala,1835.0,2.0,3.0,155.0,3
4649,Koramangala,1290.0,2.0,3.0,100.0,2
4650,Koramangala,1300.0,2.0,3.0,110.0,2
4651,Koramangala,2200.0,3.0,2.0,180.0,3
4652,Koramangala,1325.0,2.0,2.0,119.0,2
4653,Koramangala,1140.0,2.0,1.0,75.2,2
4654,Koramangala,1260.0,2.0,3.0,100.0,2
4655,Koramangala,1975.0,3.0,2.0,210.0,3
4656,Koramangala,1900.0,2.0,1.0,200.0,2
4657,Koramangala,1750.0,3.0,1.0,130.0,3
4658,Koramangala,2292.0,3.0,2.0,286.0,3
4659,Koramangala,2300.0,3.0,3.0,290.0,3
4660,Koramangala,1594.0,3.0,2.0,125.0,3
4661,Koramangala,1760.0,2.0,0.0,115.0,3
4662,Koramangala,2503.0,6.0,2.0,325.0,4
4663,Koramangala,1900.0,3.0,3.0,150.0,3
4664,Koramangala,1320.0,2.0,1.0,150.0,2
4665,Koramangala,1320.0,2.0,2.0,110.0,2
4666,Koramangala,5985.0,4.0,2.0,775.0,4
4667,Koramangala,2461.0,6.0,2.0,353.0,4
4668,Koramangala,1615.0,3.0,2.0,115.0,3
4669,Koramangala,2246.0,3.0,0.0,300.0,3
4670,Koramangala,1716.0,2.0,0.0,115.0,3
4671,Koramangala,1500.0,3.0,1.0,135.0,3
4672,Koramangala,1083.0,2.0,1.0,100.0,2
4673,Koramangala,1744.0,3.0,1.0,200.0,3
4674,Koramangala,1180.0,2.0,1.0,128.0,2
4675,Koramangala,1320.0,2.0,1.0,160.0,2
4676,Koramangala,1370.0,2.0,2.0,125.0,2
4677,Koramangala,1100.0,2.0,2.0,85.0,2
4678,Koramangala,1249.0,2.0,1.0,165.0,2
4679,Koramangala,1200.0,2.0,2.0,100.0,2
4680,Koramangala,1720.0,2.0,1.0,130.0,3
4681,Koramangala,2223.0,3.0,2.0,300.0,3
4682,Koramangala,1744.0,4.0,1.0,210.0,3
4683,Koramangala,1866.0,4.0,2.0,245.0,3
4684,Koramangala,1320.0,2.0,1.0,160.0,2
4685,Koramangala,1350.0,2.0,2.0,103.0,2
4686,Koramangala,6000.0,4.0,0.0,625.0,4
4687,Koramangala,1642.0,2.0,1.0,115.0,3
4688,Koramangala,1320.0,2.0,1.0,160.0,2
4689,Koramangala,1710.0,3.0,2.0,210.0,3
4690,Koramangala,1355.0,2.0,2.0,95.0,2
4691,Koramangala,1600.0,3.0,1.0,170.0,3
4692,Koramangala,1260.0,2.0,1.0,100.0,2
4693,Koramangala,1910.0,4.0,3.0,150.0,3
4694,Koramangala,1600.0,2.0,0.0,140.0,3
4695,Kothannur,1206.0,2.0,1.0,48.23,2
4696,Kothannur,1275.0,2.0,2.0,43.85,3
4697,Kothannur,1100.0,2.0,2.0,40.0,2
4698,Kothannur,1197.0,2.0,1.0,47.88,2
4699,Kothannur,1197.0,2.0,1.0,47.8,2
4700,Kothannur,1070.0,2.0,1.0,42.79,2
4701,Kothannur,1270.0,3.0,2.0,45.0,3
4702,Kothannur,1275.0,3.0,2.0,44.0,3
4703,Kothannur,1070.0,2.0,2.0,38.6,2
4704,Kothannur,1485.0,2.0,2.0,59.4,3
4705,Kothannur,1215.0,2.0,3.0,48.6,3
4706,Kothannur,1404.0,2.0,1.0,56.15,3
4707,Kothanur,1200.0,2.0,1.0,51.0,2
4708,Kothanur,2400.0,2.0,1.0,150.0,3
4709,Kothanur,1828.0,3.0,2.0,110.0,3
4710,Kothanur,1186.0,2.0,2.0,58.0,2
4711,Kothanur,1577.0,3.0,1.0,70.0,3
4712,Kothanur,1847.0,3.0,2.0,105.0,3
4713,Kothanur,1580.0,3.0,3.0,76.0,3
4714,Kothanur,9600.0,5.0,2.0,550.0,5
4715,Kothanur,1435.0,3.0,3.0,70.0,3
4716,Kothanur,1187.0,2.0,2.0,58.0,2
4717,Kothanur,1847.0,3.0,2.0,110.0,3
4718,Kothanur,1460.0,3.0,3.0,71.0,3
4719,Kothanur,1185.0,2.0,2.0,59.0,2
4720,Kothanur,1436.0,3.0,3.0,70.0,3
4721,Kothanur,1462.0,3.0,3.0,71.0,3
4722,Kothanur,1790.0,3.0,2.0,105.0,3
4723,Kothanur,1583.0,3.0,3.0,76.1,3
4724,Kothanur,1070.0,2.0,1.0,45.5,2
4725,Kothanur,1820.0,3.0,3.0,77.0,3
4726,Kothanur,1145.0,2.0,2.0,56.0,2
4727,Kothanur,3401.0,5.0,2.0,230.0,4
4728,Kothanur,1455.0,2.0,2.0,69.0,2
4729,Kothanur,627.0,1.0,1.0,30.0,1
4730,Kothanur,1302.0,2.0,1.0,68.5,2
4731,Kothanur,1760.0,3.0,2.0,111.0,3
4732,Kothanur,1185.0,2.0,2.0,58.0,2
4733,Kothanur,1500.0,1.0,0.0,75.0,1
4734,Kothanur,1075.0,2.0,2.0,53.0,2
4735,Kothanur,1790.0,3.0,0.0,97.0,3
4736,Kothanur,2700.0,4.0,2.0,175.0,4
4737,Kothanur,1786.0,2.0,2.0,106.0,3
4738,Kothanur,1787.0,3.0,2.0,107.0,3
4739,Kothanur,1141.0,2.0,2.0,54.0,2
4740,Kothanur,1760.0,3.0,2.0,110.0,3
4741,Kothanur,1365.0,3.0,3.0,66.0,3
4742,Kothanur,1160.0,2.0,2.0,57.0,2
4743,Kothanur,1095.0,2.0,2.0,55.0,2
4744,Kothanur,1142.0,2.0,2.0,56.0,2
4745,Kothanur,1074.0,2.0,2.0,54.0,2
4746,Kothanur,1285.0,2.0,1.0,60.0,2
4747,Kothanur,1075.0,2.0,2.0,53.0,2
